time/s	Ecell/V	Capacity/mA.h	cycle number	dq/mA.h	(Q-Qo)/mA.h	control/V/mA	I Range	step time/s	<I>/mA	x	Q discharge/mA.h	Q charge/mA.h	
4.996293788522156E+005	3.8346035E+000	2.309922542836931E-007	0.000000000000000E+000	2.309922542836931E-007	2.309922542836931E-007	4.1599998E-001	116	4.996293788522156E+005	0.000000000000000E+000	8.999999131075558E-001	0.000000000000000E+000	2.309922542836931E-007
4.996293968522176E+005	3.8398819E+000	2.309889694054921E-006	0.000000000000000E+000	2.078897439771228E-006	2.309889694054921E-006	4.1599998E-001	116	4.996293968522176E+005	4.157794413151722E-001	8.999993456612451E-001	0.000000000000000E+000	2.309889694054921E-006
4.996294328522217E+005	3.8451209E+000	6.468111309740278E-006	0.000000000000000E+000	4.158221615685357E-006	6.468111309740278E-006	4.1599998E-001	116	4.996294328522217E+005	4.158221149246754E-001	8.999982106521436E-001	0.000000000000000E+000	6.468111309740278E-006
4.996294868522268E+005	3.8501236E+000	1.270572261677848E-005	0.000000000000000E+000	6.237611307038201E-006	1.270572261677848E-005	4.1599998E-001	116	4.996294868522268E+005	4.158407143284861E-001	8.999965080623688E-001	0.000000000000000E+000	1.270572261677848E-005
4.996295648522349E+005	3.8551657E+000	2.171568953328662E-005	0.000000000000000E+000	9.009966916508145E-006	2.171568953328662E-005	4.1599998E-001	116	4.996295648522349E+005	4.158445835795119E-001	8.999940487431215E-001	0.000000000000000E+000	2.171568953328662E-005
4.996296748522464E+005	3.8602078E+000	3.442219985855950E-005	0.000000000000000E+000	1.270651032527288E-005	3.442219985855950E-005	4.1599998E-001	116	4.996296748522464E+005	4.158493853098086E-001	8.999905804323388E-001	0.000000000000000E+000	3.442219985855950E-005
4.996298208522620E+005	3.8652501E+000	5.128751168648402E-005	0.000000000000000E+000	1.686531182792452E-005	5.128751168648402E-005	4.1599998E-001	116	4.996298208522620E+005	4.158569596864245E-001	8.999859769541714E-001	0.000000000000000E+000	5.128751168648402E-005
4.996300268522836E+005	3.8702922E+000	7.508384919828839E-005	0.000000000000000E+000	2.379633751180437E-005	7.508384919828839E-005	4.1599998E-001	116	4.996300268522836E+005	4.158582817256731E-001	8.999794816150209E-001	0.000000000000000E+000	7.508384919828839E-005
4.996303228523145E+005	3.8752949E+000	1.092765449153052E-004	0.000000000000000E+000	3.419269571701685E-005	1.092765449153053E-004	4.1599998E-001	116	4.996303228523145E+005	4.158570667678267E-001	8.999701485336156E-001	0.000000000000000E+000	1.092765449153052E-004
4.996307788523620E+005	3.8802974E+000	1.619516950845718E-004	0.000000000000000E+000	5.267515016926660E-005	1.619516950845718E-004	4.1599998E-001	116	4.996307788523620E+005	4.158564053835890E-001	8.999557705662088E-001	0.000000000000000E+000	1.619516950845718E-004
