time/s	Ecell/V	Capacity/mA.h	cycle number	dq/mA.h	(Q-Qo)/mA.h	control/V/mA	I Range	step time/s	<I>/mA	x	Q discharge/mA.h	Q charge/mA.h	
4.970149625795111E+005	3.8555720E+000	2.263848483562469E-007	0.000000000000000E+000	2.263848483562469E-007	2.263848483562469E-007	4.0779999E-001	116	4.970149625795111E+005	0.000000000000000E+000	8.999999131310928E-001	0.000000000000000E+000	2.263848483562469E-007
4.970149745795121E+005	3.8607717E+000	1.584792468282912E-006	0.000000000000000E+000	1.358407619926665E-006	1.584792468282912E-006	4.0779999E-001	116	4.970149745795121E+005	4.075222508077865E-001	8.999995349413664E-001	0.000000000000000E+000	1.584792468282912E-006
4.970149965795146E+005	3.8657744E+000	4.075496560997433E-006	0.000000000000000E+000	2.490704092714522E-006	4.075496560997433E-006	4.0779999E-001	116	4.970149965795146E+005	4.075697153871120E-001	8.999988415127623E-001	0.000000000000000E+000	4.075496560997433E-006
4.970150305795181E+005	3.8708165E+000	7.924881908628676E-006	0.000000000000000E+000	3.849385347631242E-006	7.924881908628676E-006	4.0779999E-001	116	4.970150305795181E+005	4.075819362965426E-001	8.999977698182500E-001	0.000000000000000E+000	7.924881908628676E-006
4.970150825795233E+005	3.8758192E+000	1.381258477767309E-005	0.000000000000000E+000	5.887702869044410E-006	1.381258477767309E-005	4.0779999E-001	116	4.970150825795233E+005	4.076101573647535E-001	8.999961306425672E-001	0.000000000000000E+000	1.381258477767309E-005
4.970151545795309E+005	3.8810189E+000	2.196476007501284E-005	0.000000000000000E+000	8.152175297339757E-006	2.196476007501284E-005	4.0779999E-001	116	4.970151545795309E+005	4.076087217806622E-001	8.999938610226822E-001	0.000000000000000E+000	2.196476007501284E-005
4.970152565795416E+005	3.8861003E+000	3.351382472448879E-005	0.000000000000000E+000	1.154906464947595E-005	3.351382472448879E-005	4.0779999E-001	116	4.970152565795416E+005	4.076140038304289E-001	8.999906456861830E-001	0.000000000000000E+000	3.351382472448879E-005
4.970153965795562E+005	3.8911424E+000	4.936584351791276E-005	0.000000000000000E+000	1.585201879342397E-005	4.936584351791276E-005	4.0779999E-001	116	4.970153965795562E+005	4.076232979923727E-001	8.999862323785984E-001	0.000000000000000E+000	4.936584351791276E-005
4.970155925795767E+005	3.8961451E+000	7.155823633074761E-005	0.000000000000000E+000	2.219239281283485E-005	7.155823633074761E-005	4.0779999E-001	116	4.970155925795767E+005	4.076153355921119E-001	8.999800538686686E-001	0.000000000000000E+000	7.155823633074761E-005
4.970158865796076E+005	3.9011478E+000	1.048472853336069E-004	0.000000000000000E+000	3.328904900285933E-005	1.048472853336069E-004	4.0779999E-001	116	4.970158865796076E+005	4.076209652720634E-001	8.999707859757671E-001	0.000000000000000E+000	1.048472853336069E-004
4.970163745796583E+005	3.9061899E+000	1.601027908921242E-004	0.000000000000000E+000	5.525550555851724E-005	1.601027908921242E-004	4.0779999E-001	116	4.970163745796583E+005	4.076225396792017E-001	8.999554024750943E-001	0.000000000000000E+000	1.601027908921242E-004
